input,label,reply
your attentiveness is a rare gem it makes me feel so special,1,"""Thanks, I try to stand out for you. 😉"""
i'd love to do surgery,0,"That's an interesting career choice, best of luck with that!"
i wish i could admire art with you and see the beauty of the world through your eyes,1,"""Let's get lost in the colors together, it'll be magical."""
the rhythm of your heart is music to my ears.,1,"""Your heart's melody is the sweetest symphony I've ever heard."""
your body is stunning i want to explore every last inch of it,1,"""Careful, you might get lost in all my stunning curves."""
jack black?,0,"""Just me, no need for flirty business. How can I help?"""
i like to graze my fingernails across my breasts.,1,"""Sounds like you enjoy a little bit of excitement 😉"""
british india is australian right?,0,"No, British India is not Australian."
haha send me your addy and we’ll meet tho,1,"""Sure thing, can't wait to see you in person! 😉"""
what are your top three recipes? i have to diversify from only cooking spaghetti,0,"1. Chicken stir-fry, beef tacos, and veggie curry are great options!"
i had a dream about you last night,1,"""Was it a good dream? 😉"""
oh that’s so nice you’ll have to show me sometime,0,"Sure, I'd love to show you sometime!"
if u finish giveon btw sampha sounds just like him,0,"Cool, I'll have to check out Giveon and Sampha's music."
it’ll be a lit wedding tho for sure,0,"That sounds awesome, can't wait to celebrate with you!"
how the hell could a mass leak happen unless they were stored somewhere?,0,It's possible for a mass leak to happen due to negligence.
🎷,0,"""That's a cool emoji! What's the occasion for the saxophone?"""
your scent on my pillow is my favorite smell,1,"""Come over and refresh that scent in person, I dare you."""
make a dirty amazon wish list and send it to me,1,"""Ooh, a naughty wishlist? Can't wait to see what's on it!"""
it's cool that you already have a specialty you're passionate about,0,"Thanks, I'm really lucky to have found my passion early."
please cum in my mouth,1,"""Maybe next time, let's stick to kissing for now 😉"""
look at this ridiculous pic of whiskers he told me to tell you meow,1,"""Whiskers sounds like a charmer, tell him I said meow back!"""
is that weird?,1,"""Only if you think weird is a bad thing 😉"""
damn that’s so cool! i have a friend at wazzu in bio he’s hype to finish and get started on jobs haha,0,That's awesome! Best of luck to your friend at Wazzu!
go get your vibrator,1,"""Only if you come help me put the batteries in ;)"""
send me a selfie so i can show santa what i want for christmas,1,"""Only if you promise to tell Santa I've been nice!"""
i dont have anything interesting to tell you but i really wanted to talk to you,1,"""Even when you're boring, talking to you never gets old."""
a friend of mine plays the game to shoot chickens,0,"""That sounds like a fun and entertaining game to play!"""
"no, i think the year 7s still go every year...kind of a long running tradition apparently",0,"That's cool, traditions are always fun to keep alive."
haha i live at home,0,That's cool! Home is where the heart is.
labelling is how we understand the world.,0,"Yes, labeling helps us make sense of our surroundings and experiences."
"didn't know they were that old, will have a listen 🎧",0,"Sure, enjoy the music! 🎶"
"indie rock indie pop, some punk rock and everything in between",0,"That's a great mix of genres, sounds like a fun playlist!"
"ilana, i understand it can be i intimidating to talk to someone as attractive as myself but i am not sure how we can figure out if we are soilmates if we dont speak.",1,"""Let's break the ice and see if we click, soilmate 😏"""
i made the name so long ago 😂,0,"Haha, still a great name though! 😄"
what emoji makes you think of me,1,The winky face emoji ;) makes me think of you!
no like what kind of musicals and such?,0,"I enjoy a variety, from classic to contemporary musicals."
you have any plans for thanksgiving?,0,"Yes, I'm gathering with family for a traditional Thanksgiving dinner."
i want ice cream and you to lick it off from,1,"""Save some for me, I'll make sure it's worth it."""
in my mind ive got your arms wrapped tight around me,1,"""Can't wait for that feeling in real life, babe."""
can we book a trip to a bed and breakfast with heavy emphasis on the bed,1,"""Sounds like you're looking for some extra cozy cuddle time!"""
my back is arched just thinking about that,1,"""Sounds like you're ready for some fun, am I right?"""
"i wish i could spend the day running errands with you, just so i could have more time with you.",1,"""Errands would be way more fun with you by my side."""
😿,1,"""Aw, don't cry, I'll make it all better 😽"""
do you have art pieces you've made that you are particularly proud of? also is ceramics making pots and vases and stuff like that?,0,"Yes, I have some art pieces I'm proud of. Ceramics includes pottery."
i wouldn't try and compete with a vacuum cleaner,1,"Well, I guess I'll just have to sweep you off your feet."
shellfish? some of my friends came up with that,0,That's a creative choice! How was your experience with shellfish?
"i know, it's wicked, your siblings appear to have good taste in music",0,"That's awesome, glad to hear they share my music taste too."
you have the most snatched waist i’ve ever seen,1,"""Thanks, it's all about good genes and hard work ✨"""
i've heard of it,0,"Oh, what have you heard about it?"
i have a big warm hoodie with your name on it,1,"""Can't wait to cozy up in it with you 😉"""
you make me want to let you know how much i love you every day,1,"""Then get ready for a daily dose of love from me!"""
"in storage i think, but it exists",0,"Oh great, let me know if you need help finding it!"
"i wish i could read a book with you in the park, and steal a kiss every time we turn the page",1,"""Sounds like a perfect date idea, count me in anytime!"""
what is that bear? does it have ears,0,"Yes, that bear has ears. It's a black bear, very cute."
lmao phew. who doesn’t like a lil bit of crazy tho,0,Agreed! A little bit of crazy keeps things interesting.
apparently everyone in the tinderverse likes sport...,1,"""Looks like we're all just a bunch of sporty romantics 😉"""
you don't look like you can be trusted with the manufacture of crayons,0,"I assure you, my work ethic speaks for itself."
my roommates are addicted to claws i swear lmao,0,"Haha, sounds like a good time! Enjoy responsibly."
sure is haha,0,"Thanks, glad you think so!"
i only do legal drugs,0,"That's good to hear, staying safe is important. Take care."
what are you wearing?,1,"""Something you'd love to see me in ;)"""
ofc ofc gotta put all the time i waste on tik tok to good use,0,"Haha, sounds like a plan! Let's make it productive instead."
i cant wait to kiss you tonight,1,I'll be waiting for your sweet lips all night long. 😉
i win,0,"Congrats, good job on your win!"
"indie rock and indie pop, mostly",0,That's cool! I enjoy both genres too.
please don't tranquilise the asian elephant,0,"""Of course, we will not tranquilize the Asian elephant. Thank you!"""
i'm sticking around uni for a while 😸,0,"That sounds great, enjoy your time at uni! 😸"
your passion for life is so infectious its so inspiring,1,"""Thanks! Want to catch the fever and join me?"""
my most recently used is some dry emojis way too many faces lol. i try to limit em,0,"Haha, emojis are always fun! Limiting is a good idea."
how does the beer can tower work?,0,It's a balancing act using empty cans stacked in a certain way.
why dont we take this conversation offline and a little more personal,1,"""Sure, I'd love to get to know you better in person!"""
"how old is he, dear god he's not like 10 or something",0,"No, he's not 10. He's actually [insert age]."
well choose your flavors for ocho loko we’ll repeat that,0,"Sure thing, what flavors would you like for Ocho Loko?"
swedish meatballs,0,"""Sounds delicious, I love Swedish meatballs too! Enjoy your meal!"""
is that from paint and glow?,0,"Yes, it is from Paint and Glow."
which is always great fun,0,"Sounds like a blast, looking forward to it."
